,Station,Z_d,W_bf_L,W_bf_R,thal_y
,497.0,-0.6585418349538941,31.436242083926885,23.266229621643234,-4.085006231141825
,498.0,-0.7189143495465942,32.13871666277873,22.24413645632127,-4.947290103228726
,499.0,-0.7792868641391806,32.84018521134654,21.223049321283344,-5.808567945031594
,500.0,-0.839489244605943,33.53879555557896,20.20569766026002,-6.666548947659468
,501.0,-0.89935135682083,34.23269552142467,19.19481091698191,-7.518942302221379
,502.0,-0.9587030666580176,34.92003293483231,18.193118535179597,-8.363457199826353
,503.0,-1.0173742399916819,35.59895562175051,17.203349958583665,-9.197802831583425
,504.0,-1.075194742695885,36.26761140812796,16.228234630924717,-10.01968838860162
,505.0,-1.1319944406446893,36.92414811991329,15.27050199593331,-10.82682306198999
,506.0,-1.1876031997123846,37.56671358305515,14.332881497340072,-11.61691604285754
,507.0,-1.2418508857728057,38.19345562350221,13.418102578875569,-12.38767652231332
,508.0,-1.2945673647001286,38.80252206720311,12.528894684270389,-13.13681369146636
,509.0,-1.3455825023684156,39.39206074010649,11.667987257255131,-13.86203674142568
,510.0,-1.3947261646519564,39.96021946816103,10.838109741560372,-14.56105486330033
,511.0,-1.4418282174246997,40.50514607731535,10.04199158091671,-15.23157724819932
,512.0,-1.4867185265608214,41.02498839351814,9.28236221905472,-15.87131308723171
,513.0,-1.5292269579344975,41.51789424271802,8.56195109970502,-16.4779715715065
,514.0,-1.5691833774196766,41.98201145086366,7.883487666598178,-17.04926189213274
,515.0,-1.606417650890421,42.4154878439037,7.24970136346478,-17.58289324021946
,516.0,-1.6407596442210206,42.81647124778681,6.663321634035409,-18.0765748068757
,517.0,-1.6720392232855374,43.18310948846161,6.127077922040691,-18.52801578321046
,518.0,-1.700086253958034,43.5135503918768,5.643699671211159,-18.93492536033282
,519.0,-1.7247306021125723,43.805941783981,5.2159163252774405,-19.29501272935178
,520.0,-1.7458021336234424,44.05843149072287,4.846457327970111,-19.60598708137638
,521.0,-1.763130714364479,44.269167338051034,4.538052123019792,-19.86555760751562
,522.0,-1.7765462102099718,44.436297151914175,4.293430154157019,-20.07143349887858
,523.0,-1.7858784870339832,44.55796875826096,4.1153208651123805,-20.22132394657429
,524.0,-1.7909574107106891,44.63232998304002,4.006453699616518,-20.31293814171175
,525.0,-1.7916128471139245,44.6575286522,3.969558101399997,-20.3439852754
,526.0,-1.7878346559284637,44.650662641920434,3.9817054521058672,-20.33447859490728
,527.0,-1.7798172847502656,44.63026488746373,4.017724855613011,-20.30627001592536
,528.0,-1.767697481321079,44.596635803402904,4.076982339005678,-20.25982673219861
,529.0,-1.7516119933825394,44.550075804310964,4.158843929368178,-20.19561593747139
,530.0,-1.731697568676509,44.49088530476092,4.262675653784779,-20.11410482548807
,531.0,-1.7080909549446233,44.419364719325785,4.38784353933973,-20.01576058999303
,532.0,-1.6809288999285172,44.33581446257857,4.533713613117328,-19.90105042473062
,533.0,-1.6503481513699398,44.24053494909229,4.69965190220185,-19.77044152344522
,534.0,-1.61648545701064,44.133826593439935,4.885024433677568,-19.62440107988118
,535.0,-1.579477564592139,44.015989810194526,5.089197234628752,-19.46339628778289
,536.0,-1.5394612218562997,43.887325013929086,5.311536332139692,-19.2878943408947
,537.0,-1.4965731765448709,43.74813261921662,5.5514077532946615,-19.09836243296098
,538.0,-1.450950176399374,43.59871304063011,5.808177525177932,-18.89526775772609
,539.0,-1.4027289691615579,43.43936669274261,6.081211674873771,-18.67907750893442
,540.0,-1.3520463025733989,43.270393990127104,6.36987622946646,-18.45025888033032
,541.0,-1.2990389243760774,43.09209534735659,6.6735372160402875,-18.20927906565815
,542.0,-1.2438435823116833,42.904771179004115,6.991560661679511,-17.9566052586623
,543.0,-1.1865970241217383,42.708721899642654,7.323312593468412,-17.69270465308712
,544.0,-1.127435997547991,42.50424792384523,7.668159038491272,-17.41804444267698
