,station,thZ_d,thal_lat,Z_ac,W_L_ac,W_R_ac,Z_beto,W_L_beto,W_R_beto,Z_vfe,W_L_vfe,W_R_vfe
131,131.0,-0.003336668139468202,0.0927425331600912,-0.7851498613451895,4.627229941912992,-4.912444097984548,-0.4449132904446742,4.543077107415492,-4.728562173735675,-7.546152152945865,20.464869963452838,-23.173902444045996
132,132.0,-0.00942448852333655,0.0742490831697935,-0.7872085054750642,4.634720177349325,-4.886435836851077,-0.447249589764283,4.556092487857177,-4.704590654196765,-7.5494295542271175,20.440638977671384,-23.188779501009392
133,133.0,-0.014830341623792265,0.057010816930237,-0.7885851823212988,4.6438715825855565,-4.863707402261866,-0.4489039218004791,4.569360161049619,-4.683381794910093,-7.552024988224844,20.426073687737972,-23.196172848445677
134,134.0,-0.01942566128184353,0.04141090062268,-0.7891513257253564,4.654588282199129,-4.84481026210248,-0.4497477203942708,4.582592845016459,-4.665414646261819,-7.553809888780279,20.422248595235157,-23.195504533620646
135,135.0,-0.02308851598832007,0.0278166407430279,-0.7887850041777256,4.666787850701845,-4.8302828747809246,-0.44965905403648776,4.595534210939412,-4.6511674924254685,-7.554662324384026,20.430151608111625,-23.186225853676767
136,136.0,-0.026278185396790832,0.0151854564588528,-0.787945497332089,4.68152148319998,-4.819442950831986,-0.44909720238069895,4.610554849920372,-4.640925762838077,-7.555041574689994,20.443348290446117,-23.170353484414672
137,137.0,-0.029328591686862637,0.0027093176361345,-0.7869667273681671,4.699444799582642,-4.811596991170981,-0.44839608760662486,4.629172201600543,-4.634590836872812,-7.55528156187745,20.457558461684602,-23.14936101558355
138,138.0,-0.032227597157429955,-0.0096052865798745,-0.785836556584627,4.720484257835879,-4.806679876936548,-0.4475435720128189,4.6512368120385625,-4.632026238878814,-7.555370148245288,20.47311979377717,-23.123198247742586
139,139.0,-0.03496306410693251,-0.0217518670439221,-0.7845428472800222,4.744566315945734,-4.804626489267326,-0.4465275178980619,4.676599227293067,-4.633095493205223,-7.555295196092175,20.490369958673888,-23.09181498145093
140,140.0,-0.0375228548339237,-0.0337239346107558,-0.783073461752906,4.771617431898252,-4.805371709301959,-0.4453357875607935,4.705109993422695,-4.637662124201183,-7.555044567716436,20.509646628324827,-23.055161017267785
141,141.0,-0.039894831637184325,-0.0455150001351233,-0.781416262302173,4.801564063679474,-4.808850418179084,-0.44395624329979455,4.736619656486082,-4.645589656215836,-7.554606125417081,20.531287474680063,-23.013186155752305
142,142.0,-0.04206685681538147,-0.0571185744717722,-0.7795591112261491,4.834332669275446,-4.814997497037341,-0.4423767474137321,4.770978762541866,-4.656741613598321,-7.553967731492548,20.555630169689675,-22.96584019746367
143,143.0,-0.04402679266695486,-0.0685281684754501,-0.7774898708237288,4.869849706672211,-4.823747827015371,-0.44058516220104593,4.8080378576486815,-4.670981520697781,-7.55311724824162,20.58301238530373,-22.913072942961048
144,144.0,-0.045762501490571594,-0.0797372930009048,-0.7751964033933518,4.908041633855813,-4.835036289251814,-0.4385693499605168,4.847647487865166,-4.688172901863356,-7.55204253796262,20.613771793472303,-22.854834192803615
145,145.0,-0.04726184558501245,-0.0907394589028837,-0.7726665712336853,4.948834908812295,-4.848797764885312,-0.43631717299058437,4.889658199249959,-4.708179281444191,-7.550731462954332,20.648246066145465,-22.791073747550538
146,146.0,-0.04851268724871716,-0.1015281770361347,-0.7698882366432827,4.992155989527703,-4.864967135054501,-0.4338164935901432,4.9339205378616935,-4.730864183789425,-7.54917188551542,20.686772875273288,-22.721741407761012
147,147.0,-0.04950288878046649,-0.1120969582554053,-0.7668492619209246,5.0379313339880785,-4.883479280898023,-0.43105517405751925,4.98028504975901,-4.7560911332482,-7.54735166794444,20.729689892805858,-22.646786973994182
148,148.0,-0.05022031247858649,-0.1224393134154431,-0.7635375093650509,5.086087400179466,-4.904269083554519,-0.42802107669149336,5.028602281000542,-4.783723654169656,-7.545258672539944,20.777334790693246,-22.566160246809236
149,149.0,-0.05065282064197163,-0.1325487533709959,-0.759940841274215,5.136550646087909,-4.927271424162628,-0.42470206379050524,5.07872277764493,-4.813625270902938,-7.5428807616006,20.830045240885514,-22.479811026765347
150,150.0,-0.050788275569289,-0.1424187889768113,-0.7560471199475387,5.189247529699452,-4.95242118386099,-0.421085997653563,5.130497085750808,-4.845659507797186,-7.540205797425415,20.88815891533274,-22.387689114421693
151,151.0,-0.05061453955897832,-0.1520429310876368,-0.7518442076832343,5.24410450900014,-4.979653243788245,-0.41716074057910646,5.183775751376814,-4.87968988920154,-7.537221642312488,20.952013485985,-22.28974431033743
152,152.0,-0.05011947490993407,-0.1614146905582201,-0.747319966779969,5.301048041976014,-5.008902485083035,-0.41291415486568894,5.238409320581584,-4.915579939465144,-7.533916158560714,21.021946624792378,-22.185926415071744
153,153.0,-0.04929094392048228,-0.170527578243309,-0.7424622595365236,5.360004586613119,-5.040103788883997,-0.40833410281209126,5.294248339423756,-4.953193182937138,-7.530277208468647,21.098296003704927,-22.07618522918381
